V4_0,Time_codelist,Time,Geography_codelist,Geography,cpi1dim1aggid,Aggregate
74.3,Month,Aug-98,K02000001,,cpi1dim1S70204,07.2.4 Other services
81.9,Month,Aug-98,K02000001,,cpi1dim1S70301,07.3.1 Passenger transport by railway
73.4,Month,Aug-98,K02000001,,cpi1dim1S70302,07.3.2 Passenger transport by road
93.8,Month,Aug-98,K02000001,,cpi1dim1S70303,07.3.3 Passenger transport by air
85.2,Month,Aug-98,K02000001,,cpi1dim1S70304,07.3.4 Passenger transport by sea and inland waterway
85.9,Month,Aug-98,K02000001,,cpi1dim1S80100,08.1.0 Postal Services
118.8,Month,Aug-98,K02000001,,cpi1dim1S80200,08.2.0 Telephone and Telefax Equipment & Services
223.3,Month,Aug-98,K02000001,,cpi1dim1S90101,09.1.1 Reception and reproduction of sound and pictures
175.9,Month,Aug-98,K02000001,,cpi1dim1S90102,"09.1.2 Photographic, cinematographic and optical equipment"
544.2,Month,Aug-98,K02000001,,cpi1dim1S90103,09.1.3 Data processing equipment
133,Month,Aug-98,K02000001,,cpi1dim1S90104,09.1.4 Recording media
74,Month,Aug-98,K02000001,,cpi1dim1S90105,"09.1.5 Repair of audio-visual equipment , related products"
139.3,Month,Aug-98,K02000001,,cpi1dim1S90301,"09.3.1 Games, toys and hobbies"
124.5,Month,Aug-98,K02000001,,cpi1dim1S90302,09.3.2 Equipment for sport and open-air recreation
101.9,Month,Aug-98,K02000001,,cpi1dim1S90303,"09.3.3 Gardens, plants and flowers"
88.8,Month,Aug-98,K02000001,,cpi1dim1S90304,"09.3.4/5 Pets, related products and services"
77.5,Month,Aug-98,K02000001,,cpi1dim1S90401,09.4.1 Recreational and sporting services
81.6,Month,Aug-98,K02000001,,cpi1dim1S90402,09.4.2 Cultural services
87,Month,Aug-98,K02000001,,cpi1dim1S90501,09.5.1 Books
78.6,Month,Aug-98,K02000001,,cpi1dim1S90502,09.5.2 Newspapers and periodicals
93.2,Month,Aug-98,K02000001,,cpi1dim1S90503,"09.5.3/4 Misc. printed matter, stationery, drawing materials"
73,Month,Aug-98,K02000001,,cpi1dim1S90600,09.6.0 Package Holidays
66.5,Month,Aug-98,K02000001,,cpi1dim1S100000,10.0.0 Education
81.8,Month,Aug-98,K02000001,,cpi1dim1S110101,"11.1.1 Restaurants, cafes"
74.5,Month,Aug-98,K02000001,,cpi1dim1S110102,11.1.2 Canteens
73.8,Month,Aug-98,K02000001,,cpi1dim1S110200,11.2.0 Accommodation Services
71.5,Month,Aug-98,K02000001,,cpi1dim1S120101,12.1.1 Hairdressing and personal grooming establishments
111.6,Month,Aug-98,K02000001,,cpi1dim1S120102,12.1.2/3 Appliances and products for personal care
97.8,Month,Aug-98,K02000001,,cpi1dim1S120301,"12.3.1 Jewellery, clocks and watches"
114.6,Month,Aug-98,K02000001,,cpi1dim1S120302,12.3.2 Other personal effects
76.4,Month,Aug-98,K02000001,,cpi1dim1S120502,12.5.2 House contents insurance
66.7,Month,Aug-98,K02000001,,cpi1dim1S120504,12.5.4 Transport insurance
134.1,Month,Aug-98,K02000001,,cpi1dim1S120602,12.6.2 Other financial services (nec)
63.3,Month,Aug-98,K02000001,,cpi1dim1S120700,12.7.0 Other Services Not Elsewhere covered
93.6,Month,Aug-98,K02000001,,cpi1dim1T10000,01 Food and non-alcoholic beverages
80.8,Month,Aug-98,K02000001,,cpi1dim1T20000,02 Alcoholic beverages and tobacco
147.8,Month,Aug-98,K02000001,,cpi1dim1T30000,03 Clothing and footwear
82.2,Month,Aug-98,K02000001,,cpi1dim1T40000,"04 Housing, water, electricity, gas and other fuels"
102.5,Month,Aug-98,K02000001,,cpi1dim1T50000,"05 Furniture, household equipment and maintenance"
82.2,Month,Aug-98,K02000001,,cpi1dim1T60000,06 Health
85.9,Month,Aug-98,K02000001,,cpi1dim1T70000,07 Transport
115.9,Month,Aug-98,K02000001,,cpi1dim1T80000,08 Communication
99.4,Month,Aug-98,K02000001,,cpi1dim1T90000,09 Recreation and culture
66.5,Month,Aug-98,K02000001,,cpi1dim1T100000,10 Education
80,Month,Aug-98,K02000001,,cpi1dim1T110000,11 Restaurants and hotels
82.7,Month,Aug-98,K02000001,,cpi1dim1T120000,12 Miscellaneous goods and services
91.6,Month,Sep-98,K02000001,,cpi1dim1A0,CPI (overall index)
92,Month,Sep-98,K02000001,,cpi1dim1G10100,01.1 Food
103.9,Month,Sep-98,K02000001,,cpi1dim1G10200,01.2 Non-alcoholic beverages
101,Month,Sep-98,K02000001,,cpi1dim1G20100,02.1 Alcoholic beverages
68.2,Month,Sep-98,K02000001,,cpi1dim1G20200,02.2 Tobacco
160.1,Month,Sep-98,K02000001,,cpi1dim1G30100,03.1 Clothing
129.1,Month,Sep-98,K02000001,,cpi1dim1G30200,03.2 Footwear including repairs
83.2,Month,Sep-98,K02000001,,cpi1dim1G40100,04.1 Actual rentals for housing
84.2,Month,Sep-98,K02000001,,cpi1dim1G40300,04.3 Regular maintenance and repair of the dwelling
83.4,Month,Sep-98,K02000001,,cpi1dim1G40400,04.4 Water supply and misc. services for the dwelling
78.7,Month,Sep-98,K02000001,,cpi1dim1G40500,"04.5 Electricity , gas and other fuels"
98.7,Month,Sep-98,K02000001,,cpi1dim1G50100,"05.1 Furniture, furnishings and carpets"
120.4,Month,Sep-98,K02000001,,cpi1dim1G50200,05.2 Household textiles
118.1,Month,Sep-98,K02000001,,cpi1dim1G50300,"05.3 Household appliances, fitting and repairs"
114.9,Month,Sep-98,K02000001,,cpi1dim1G50400,"05.4 Glassware, tableware and household utensils"
116.9,Month,Sep-98,K02000001,,cpi1dim1G50500,05.5 Tools and equipment for house and garden
87.2,Month,Sep-98,K02000001,,cpi1dim1G50600,05.6 Goods and services for routine maintenance
94.2,Month,Sep-98,K02000001,,cpi1dim1G60100,"06.1 Medical products, appliances and equipment"
114.8,Month,Sep-98,K02000001,,cpi1dim1G70100,07.1 Purchase of vehicles
73.5,Month,Sep-98,K02000001,,cpi1dim1G70200,07.2 Operation of personal transport equipment
75.1,Month,Sep-98,K02000001,,cpi1dim1G70300,07.3 Transport services
86,Month,Sep-98,K02000001,,cpi1dim1G80100,08.1 Postal services
118.6,Month,Sep-98,K02000001,,cpi1dim1G80200,08.2/3 Telephone and telefax equip
194.3,Month,Sep-98,K02000001,,cpi1dim1G90100,09.1 Audio-visual equipment and related products
116,Month,Sep-98,K02000001,,cpi1dim1G90300,"09.3 Other recreational items, gardens and pets"
80,Month,Sep-98,K02000001,,cpi1dim1G90400,09.4 Recreational and cultural services
85.6,Month,Sep-98,K02000001,,cpi1dim1G90500,"09.5 Books, newspapers and stationery"
73.3,Month,Sep-98,K02000001,,cpi1dim1G90600,09.6 Package holidays
69.8,Month,Sep-98,K02000001,,cpi1dim1G100000,10.0 Education
81.4,Month,Sep-98,K02000001,,cpi1dim1G110100,11.1 Catering services
74.2,Month,Sep-98,K02000001,,cpi1dim1G110200,11.2 Accommodation services
98.5,Month,Sep-98,K02000001,,cpi1dim1G120100,12.1 Personal care
102.5,Month,Sep-98,K02000001,,cpi1dim1G120300,12.3 Personal effects (nec)
67.1,Month,Sep-98,K02000001,,cpi1dim1G120500,12.5 Insurance
134.1,Month,Sep-98,K02000001,,cpi1dim1G120600,12.6 Financial services (nec)
63.6,Month,Sep-98,K02000001,,cpi1dim1G120700,12.7 Other services (nec)
95.1,Month,Sep-98,K02000001,,cpi1dim1S10101,01.1.1 Bread and cereals
92.8,Month,Sep-98,K02000001,,cpi1dim1S10102,01.1.2 Meat
90.4,Month,Sep-98,K02000001,,cpi1dim1S10103,01.1.3 Fish
91.5,Month,Sep-98,K02000001,,cpi1dim1S10104,"01.1.4 Milk, cheese and eggs"
104.6,Month,Sep-98,K02000001,,cpi1dim1S10105,01.1.5 Oils and fats
89.5,Month,Sep-98,K02000001,,cpi1dim1S10106,01.1.6 Fruit
92.3,Month,Sep-98,K02000001,,cpi1dim1S10107,01.1.7 Vegetables including potatoes and tubers
87.8,Month,Sep-98,K02000001,,cpi1dim1S10108,"01.1.8 Sugar, jam, syrups, chocolate and confectionery"
99.6,Month,Sep-98,K02000001,,cpi1dim1S10109,01.1.9 Food products (nec)
112.7,Month,Sep-98,K02000001,,cpi1dim1S10201,"01.2.1 Coffee, tea and cocoa"
100.9,Month,Sep-98,K02000001,,cpi1dim1S10202,"01.2.2 Mineral waters, soft drinks and juices"
100.2,Month,Sep-98,K02000001,,cpi1dim1S20101,02.1.1 Spirits
97.7,Month,Sep-98,K02000001,,cpi1dim1S20102,02.1.2 Wine
107.7,Month,Sep-98,K02000001,,cpi1dim1S20103,02.1.3 Beer
68.2,Month,Sep-98,K02000001,,cpi1dim1S20200,02.2.0 Tobacco
165.2,Month,Sep-98,K02000001,,cpi1dim1S30102,03.1.2 Garments
124.9,Month,Sep-98,K02000001,,cpi1dim1S30103,03.1.3 Other clothing and clothing accessories
79.7,Month,Sep-98,K02000001,,cpi1dim1S30104,"03.1.4 Cleaning, repair and hire of clothing"
129.1,Month,Sep-98,K02000001,,cpi1dim1S30200,03.2.0 Footwear including repairs
83.2,Month,Sep-98,K02000001,,cpi1dim1S40100,04.1.0 Actual rentals for housing
101.8,Month,Sep-98,K02000001,,cpi1dim1S40301,04.3.1 Materials for maintenance and repair
68.3,Month,Sep-98,K02000001,,cpi1dim1S40302,04.3.2 Services for maintenance and repair
80.7,Month,Sep-98,K02000001,,cpi1dim1S40401,04.4.1 Water supply
86.4,Month,Sep-98,K02000001,,cpi1dim1S40403,04.4.3 Sewerage collection
86.9,Month,Sep-98,K02000001,,cpi1dim1S40501,04.5.1 Electricity
74.8,Month,Sep-98,K02000001,,cpi1dim1S40502,04.5.2 Gas
37.2,Month,Sep-98,K02000001,,cpi1dim1S40503,04.5.3 Liquid fuels
73.4,Month,Sep-98,K02000001,,cpi1dim1S40504,04.5.4 Solid fuels
99.4,Month,Sep-98,K02000001,,cpi1dim1S50101,05.1.1 Furniture and furnishings
95.9,Month,Sep-98,K02000001,,cpi1dim1S50102,05.1.2 Carpets and other floor coverings
120.4,Month,Sep-98,K02000001,,cpi1dim1S50200,05.2.0 Household Textiles
124.9,Month,Sep-98,K02000001,,cpi1dim1S50301,05.3.1/2 Major appliances and small electric goods
75.6,Month,Sep-98,K02000001,,cpi1dim1S50303,05.3.3 Repair of household appliances
114.9,Month,Sep-98,K02000001,,cpi1dim1S50400,"05.4.0 Glassware, Tableware and Household Utensils"
116.9,Month,Sep-98,K02000001,,cpi1dim1S50500,05.5.0 Tools and equipment for House and Garden
110.6,Month,Sep-98,K02000001,,cpi1dim1S50601,05.6.1 Non-durable household goods
68.2,Month,Sep-98,K02000001,,cpi1dim1S50602,05.6.2 Domestic services and household services
97.3,Month,Sep-98,K02000001,,cpi1dim1S60101,06.1.1 Pharmaceutical products
91.1,Month,Sep-98,K02000001,,cpi1dim1S60102,06.1.2/3 Other medical and therapeutic equipment
106.1,Month,Sep-98,K02000001,,cpi1dim1S70102,07.1.2/3 Motorcycles and bicycles
103.7,Month,Sep-98,K02000001,,cpi1dim1S70181,07.1.1 New Cars
130,Month,Sep-98,K02000001,,cpi1dim1S70191,07.1.1b Second Hand Cars
94.5,Month,Sep-98,K02000001,,cpi1dim1S70201,07.2.1 Spare parts and accessories
75.6,Month,Sep-98,K02000001,,cpi1dim1S70202,07.2.2 Fuels and lubricants
67.3,Month,Sep-98,K02000001,,cpi1dim1S70203,07.2.3 Maintenance and repairs
74.4,Month,Sep-98,K02000001,,cpi1dim1S70204,07.2.4 Other services
81.5,Month,Sep-98,K02000001,,cpi1dim1S70301,07.3.1 Passenger transport by railway
73.4,Month,Sep-98,K02000001,,cpi1dim1S70302,07.3.2 Passenger transport by road
93.8,Month,Sep-98,K02000001,,cpi1dim1S70303,07.3.3 Passenger transport by air
82.8,Month,Sep-98,K02000001,,cpi1dim1S70304,07.3.4 Passenger transport by sea and inland waterway
86,Month,Sep-98,K02000001,,cpi1dim1S80100,08.1.0 Postal Services
118.6,Month,Sep-98,K02000001,,cpi1dim1S80200,08.2.0 Telephone and Telefax Equipment & Services
221.6,Month,Sep-98,K02000001,,cpi1dim1S90101,09.1.1 Reception and reproduction of sound and pictures
172.5,Month,Sep-98,K02000001,,cpi1dim1S90102,"09.1.2 Photographic, cinematographic and optical equipment"
512.1,Month,Sep-98,K02000001,,cpi1dim1S90103,09.1.3 Data processing equipment
132.9,Month,Sep-98,K02000001,,cpi1dim1S90104,09.1.4 Recording media
74,Month,Sep-98,K02000001,,cpi1dim1S90105,"09.1.5 Repair of audio-visual equipment , related products"
140.2,Month,Sep-98,K02000001,,cpi1dim1S90301,"09.3.1 Games, toys and hobbies"
125.6,Month,Sep-98,K02000001,,cpi1dim1S90302,09.3.2 Equipment for sport and open-air recreation
100.4,Month,Sep-98,K02000001,,cpi1dim1S90303,"09.3.3 Gardens, plants and flowers"
88.8,Month,Sep-98,K02000001,,cpi1dim1S90304,"09.3.4/5 Pets, related products and services"
77.6,Month,Sep-98,K02000001,,cpi1dim1S90401,09.4.1 Recreational and sporting services
82,Month,Sep-98,K02000001,,cpi1dim1S90402,09.4.2 Cultural services
88.1,Month,Sep-98,K02000001,,cpi1dim1S90501,09.5.1 Books
78.8,Month,Sep-98,K02000001,,cpi1dim1S90502,09.5.2 Newspapers and periodicals
93.6,Month,Sep-98,K02000001,,cpi1dim1S90503,"09.5.3/4 Misc. printed matter, stationery, drawing materials"
73.3,Month,Sep-98,K02000001,,cpi1dim1S90600,09.6.0 Package Holidays
69.8,Month,Sep-98,K02000001,,cpi1dim1S100000,10.0.0 Education
81.9,Month,Sep-98,K02000001,,cpi1dim1S110101,"11.1.1 Restaurants, cafes"
74.8,Month,Sep-98,K02000001,,cpi1dim1S110102,11.1.2 Canteens
74.2,Month,Sep-98,K02000001,,cpi1dim1S110200,11.2.0 Accommodation Services
71.8,Month,Sep-98,K02000001,,cpi1dim1S120101,12.1.1 Hairdressing and personal grooming establishments
111.5,Month,Sep-98,K02000001,,cpi1dim1S120102,12.1.2/3 Appliances and products for personal care
97.9,Month,Sep-98,K02000001,,cpi1dim1S120301,"12.3.1 Jewellery, clocks and watches"
114.5,Month,Sep-98,K02000001,,cpi1dim1S120302,12.3.2 Other personal effects
76.4,Month,Sep-98,K02000001,,cpi1dim1S120502,12.5.2 House contents insurance
66.7,Month,Sep-98,K02000001,,cpi1dim1S120504,12.5.4 Transport insurance
134.1,Month,Sep-98,K02000001,,cpi1dim1S120602,12.6.2 Other financial services (nec)
63.6,Month,Sep-98,K02000001,,cpi1dim1S120700,12.7.0 Other Services Not Elsewhere covered
93.2,Month,Sep-98,K02000001,,cpi1dim1T10000,01 Food and non-alcoholic beverages
80.8,Month,Sep-98,K02000001,,cpi1dim1T20000,02 Alcoholic beverages and tobacco
155.3,Month,Sep-98,K02000001,,cpi1dim1T30000,03 Clothing and footwear
82.3,Month,Sep-98,K02000001,,cpi1dim1T40000,"04 Housing, water, electricity, gas and other fuels"
103.3,Month,Sep-98,K02000001,,cpi1dim1T50000,"05 Furniture, household equipment and maintenance"
82.2,Month,Sep-98,K02000001,,cpi1dim1T60000,06 Health
85.8,Month,Sep-98,K02000001,,cpi1dim1T70000,07 Transport
115.7,Month,Sep-98,K02000001,,cpi1dim1T80000,08 Communication
99.4,Month,Sep-98,K02000001,,cpi1dim1T90000,09 Recreation and culture
69.8,Month,Sep-98,K02000001,,cpi1dim1T100000,10 Education
80.1,Month,Sep-98,K02000001,,cpi1dim1T110000,11 Restaurants and hotels
82.8,Month,Sep-98,K02000001,,cpi1dim1T120000,12 Miscellaneous goods and services
91.6,Month,Oct-98,K02000001,,cpi1dim1A0,CPI (overall index)
92.1,Month,Oct-98,K02000001,,cpi1dim1G10100,01.1 Food
104.2,Month,Oct-98,K02000001,,cpi1dim1G10200,01.2 Non-alcoholic beverages
101.1,Month,Oct-98,K02000001,,cpi1dim1G20100,02.1 Alcoholic beverages
68.3,Month,Oct-98,K02000001,,cpi1dim1G20200,02.2 Tobacco
158.5,Month,Oct-98,K02000001,,cpi1dim1G30100,03.1 Clothing
129.5,Month,Oct-98,K02000001,,cpi1dim1G30200,03.2 Footwear including repairs
83.4,Month,Oct-98,K02000001,,cpi1dim1G40100,04.1 Actual rentals for housing
84.4,Month,Oct-98,K02000001,,cpi1dim1G40300,04.3 Regular maintenance and repair of the dwelling
83.4,Month,Oct-98,K02000001,,cpi1dim1G40400,04.4 Water supply and misc. services for the dwelling
78.9,Month,Oct-98,K02000001,,cpi1dim1G40500,"04.5 Electricity , gas and other fuels"
97.6,Month,Oct-98,K02000001,,cpi1dim1G50100,"05.1 Furniture, furnishings and carpets"
118.2,Month,Oct-98,K02000001,,cpi1dim1G50200,05.2 Household textiles
118.5,Month,Oct-98,K02000001,,cpi1dim1G50300,"05.3 Household appliances, fitting and repairs"
113.3,Month,Oct-98,K02000001,,cpi1dim1G50400,"05.4 Glassware, tableware and household utensils"
116.9,Month,Oct-98,K02000001,,cpi1dim1G50500,05.5 Tools and equipment for house and garden
87.5,Month,Oct-98,K02000001,,cpi1dim1G50600,05.6 Goods and services for routine maintenance
94.6,Month,Oct-98,K02000001,,cpi1dim1G60100,"06.1 Medical products, appliances and equipment"
114.2,Month,Oct-98,K02000001,,cpi1dim1G70100,07.1 Purchase of vehicles
73.4,Month,Oct-98,K02000001,,cpi1dim1G70200,07.2 Operation of personal transport equipment
74.8,Month,Oct-98,K02000001,,cpi1dim1G70300,07.3 Transport services
86,Month,Oct-98,K02000001,,cpi1dim1G80100,08.1 Postal services
118.7,Month,Oct-98,K02000001,,cpi1dim1G80200,08.2/3 Telephone and telefax equip
192,Month,Oct-98,K02000001,,cpi1dim1G90100,09.1 Audio-visual equipment and related products
116,Month,Oct-98,K02000001,,cpi1dim1G90300,"09.3 Other recreational items, gardens and pets"
80.4,Month,Oct-98,K02000001,,cpi1dim1G90400,09.4 Recreational and cultural services
86.4,Month,Oct-98,K02000001,,cpi1dim1G90500,"09.5 Books, newspapers and stationery"
73.5,Month,Oct-98,K02000001,,cpi1dim1G90600,09.6 Package holidays
69.9,Month,Oct-98,K02000001,,cpi1dim1G100000,10.0 Education
81.6,Month,Oct-98,K02000001,,cpi1dim1G110100,11.1 Catering services
74.4,Month,Oct-98,K02000001,,cpi1dim1G110200,11.2 Accommodation services
98.8,Month,Oct-98,K02000001,,cpi1dim1G120100,12.1 Personal care
102,Month,Oct-98,K02000001,,cpi1dim1G120300,12.3 Personal effects (nec)
66.8,Month,Oct-98,K02000001,,cpi1dim1G120500,12.5 Insurance
142.7,Month,Oct-98,K02000001,,cpi1dim1G120600,12.6 Financial services (nec)
64.1,Month,Oct-98,K02000001,,cpi1dim1G120700,12.7 Other services (nec)
94.9,Month,Oct-98,K02000001,,cpi1dim1S10101,01.1.1 Bread and cereals
92.4,Month,Oct-98,K02000001,,cpi1dim1S10102,01.1.2 Meat
92.1,Month,Oct-98,K02000001,,cpi1dim1S10103,01.1.3 Fish
91.4,Month,Oct-98,K02000001,,cpi1dim1S10104,"01.1.4 Milk, cheese and eggs"
104.6,Month,Oct-98,K02000001,,cpi1dim1S10105,01.1.5 Oils and fats
88.6,Month,Oct-98,K02000001,,cpi1dim1S10106,01.1.6 Fruit
93.8,Month,Oct-98,K02000001,,cpi1dim1S10107,01.1.7 Vegetables including potatoes and tubers
87.9,Month,Oct-98,K02000001,,cpi1dim1S10108,"01.1.8 Sugar, jam, syrups, chocolate and confectionery"
99.9,Month,Oct-98,K02000001,,cpi1dim1S10109,01.1.9 Food products (nec)
113.2,Month,Oct-98,K02000001,,cpi1dim1S10201,"01.2.1 Coffee, tea and cocoa"
101.1,Month,Oct-98,K02000001,,cpi1dim1S10202,"01.2.2 Mineral waters, soft drinks and juices"
100.4,Month,Oct-98,K02000001,,cpi1dim1S20101,02.1.1 Spirits
97.6,Month,Oct-98,K02000001,,cpi1dim1S20102,02.1.2 Wine
108.3,Month,Oct-98,K02000001,,cpi1dim1S20103,02.1.3 Beer
68.3,Month,Oct-98,K02000001,,cpi1dim1S20200,02.2.0 Tobacco
163.6,Month,Oct-98,K02000001,,cpi1dim1S30102,03.1.2 Garments
123.4,Month,Oct-98,K02000001,,cpi1dim1S30103,03.1.3 Other clothing and clothing accessories
79.9,Month,Oct-98,K02000001,,cpi1dim1S30104,"03.1.4 Cleaning, repair and hire of clothing"
129.5,Month,Oct-98,K02000001,,cpi1dim1S30200,03.2.0 Footwear including repairs
83.4,Month,Oct-98,K02000001,,cpi1dim1S40100,04.1.0 Actual rentals for housing
102.1,Month,Oct-98,K02000001,,cpi1dim1S40301,04.3.1 Materials for maintenance and repair
68.5,Month,Oct-98,K02000001,,cpi1dim1S40302,04.3.2 Services for maintenance and repair
80.7,Month,Oct-98,K02000001,,cpi1dim1S40401,04.4.1 Water supply
86.4,Month,Oct-98,K02000001,,cpi1dim1S40403,04.4.3 Sewerage collection
86.9,Month,Oct-98,K02000001,,cpi1dim1S40501,04.5.1 Electricity
75,Month,Oct-98,K02000001,,cpi1dim1S40502,04.5.2 Gas
38.4,Month,Oct-98,K02000001,,cpi1dim1S40503,04.5.3 Liquid fuels
75.8,Month,Oct-98,K02000001,,cpi1dim1S40504,04.5.4 Solid fuels
98.5,Month,Oct-98,K02000001,,cpi1dim1S50101,05.1.1 Furniture and furnishings
94.5,Month,Oct-98,K02000001,,cpi1dim1S50102,05.1.2 Carpets and other floor coverings
118.2,Month,Oct-98,K02000001,,cpi1dim1S50200,05.2.0 Household Textiles
125.4,Month,Oct-98,K02000001,,cpi1dim1S50301,05.3.1/2 Major appliances and small electric goods
75.8,Month,Oct-98,K02000001,,cpi1dim1S50303,05.3.3 Repair of household appliances
113.3,Month,Oct-98,K02000001,,cpi1dim1S50400,"05.4.0 Glassware, Tableware and Household Utensils"
116.9,Month,Oct-98,K02000001,,cpi1dim1S50500,05.5.0 Tools and equipment for House and Garden
111.1,Month,Oct-98,K02000001,,cpi1dim1S50601,05.6.1 Non-durable household goods
68.5,Month,Oct-98,K02000001,,cpi1dim1S50602,05.6.2 Domestic services and household services
98.2,Month,Oct-98,K02000001,,cpi1dim1S60101,06.1.1 Pharmaceutical products
91.1,Month,Oct-98,K02000001,,cpi1dim1S60102,06.1.2/3 Other medical and therapeutic equipment
105.7,Month,Oct-98,K02000001,,cpi1dim1S70102,07.1.2/3 Motorcycles and bicycles
104.2,Month,Oct-98,K02000001,,cpi1dim1S70181,07.1.1 New Cars
128.7,Month,Oct-98,K02000001,,cpi1dim1S70191,07.1.1b Second Hand Cars
94.7,Month,Oct-98,K02000001,,cpi1dim1S70201,07.2.1 Spare parts and accessories
75.4,Month,Oct-98,K02000001,,cpi1dim1S70202,07.2.2 Fuels and lubricants
67.4,Month,Oct-98,K02000001,,cpi1dim1S70203,07.2.3 Maintenance and repairs
74.6,Month,Oct-98,K02000001,,cpi1dim1S70204,07.2.4 Other services
81.6,Month,Oct-98,K02000001,,cpi1dim1S70301,07.3.1 Passenger transport by railway
73.2,Month,Oct-98,K02000001,,cpi1dim1S70302,07.3.2 Passenger transport by road
93.8,Month,Oct-98,K02000001,,cpi1dim1S70303,07.3.3 Passenger transport by air
78.1,Month,Oct-98,K02000001,,cpi1dim1S70304,07.3.4 Passenger transport by sea and inland waterway
86,Month,Oct-98,K02000001,,cpi1dim1S80100,08.1.0 Postal Services
118.7,Month,Oct-98,K02000001,,cpi1dim1S80200,08.2.0 Telephone and Telefax Equipment & Services
218.5,Month,Oct-98,K02000001,,cpi1dim1S90101,09.1.1 Reception and reproduction of sound and pictures
172.4,Month,Oct-98,K02000001,,cpi1dim1S90102,"09.1.2 Photographic, cinematographic and optical equipment"
492.1,Month,Oct-98,K02000001,,cpi1dim1S90103,09.1.3 Data processing equipment
132.4,Month,Oct-98,K02000001,,cpi1dim1S90104,09.1.4 Recording media
73.5,Month,Oct-98,K02000001,,cpi1dim1S90105,"09.1.5 Repair of audio-visual equipment , related products"
138.8,Month,Oct-98,K02000001,,cpi1dim1S90301,"09.3.1 Games, toys and hobbies"
125.4,Month,Oct-98,K02000001,,cpi1dim1S90302,09.3.2 Equipment for sport and open-air recreation
